Code,Text
"SSH
2",.
"FTP
3",.
"NTP
82",". Ryan is considering the use of fuzz testing in his web application testing program. Which one of the following statements about fuzz testing should Ryan consider when making his decision? 1 . Fuzzers only find complex faults. 2 . Testers must manually generate input. 3 . Fuzzers may not fully cover the code. 4 . Fuzzers can't reproduce errors. 83 . Ken is designing a testing process for software developed by his team. He is designing a test that verifies that every line of code was executed during the test. What type of analysis is Ken performing? 1 . Branch coverage 2 . Condition coverage 3 . Function coverage 4 . Statement coverage For questions 84–86, please refer to the following scenario. During a port scan, Ben uses nmap's default settings and sees the following results. 84 . If Ben is conducting a penetration test, what should his next step be after receiving these results? 1 . Connect to the web server using a web browser. 2 . Connect via Telnet to test for vulnerable accounts. 3 . Identify interesting ports for further scanning. 4 . Use sqlmap against the open databases. 85 . Based on the scan results, what operating system (OS) was the system that was scanned most likely running? 1 . Windows Desktop 2 . Linux 3 . Network device 4 . Windows Server 86 . Ben's manager expresses concern about the coverage of his scan. Why might his manager have this concern? 1 . Ben did not test UDP services. 2 . Ben did not discover ports outside the “well-known ports.” 3 . Ben did not perform OS fingerprinting. 4 . Ben tested only a limited number of ports. 87 . Lucca is reviewing his organization's disaster recovery process data and notes that the MTD for the business's main website is two hours. What does he know about the RTO for the site when he does testing and validation? 1 . It needs to be less than two hours. 2 . It needs to be at least two hours. 3 . The MTD is too short and needs to be longer. 4 . The RTO is too short and needs to be longer. 88 . Diana has engaged third-party auditors and wants to release an audit attestation to third parties without including details of the audit. What type of SSAE 18 SOC report should she request? 1 ."
SOC 2,3 .
SOC 3,4 .
SOC 4,"89 . While reviewing the software testing output for her organization's new application, Madhuri notices that the application has produced errors that included directory and file information shown to the web application tester. What issue should she include in her report about the application? 1 . It does not perform proper exception handling. 2 . The software does not handle misuse case testing properly. 3 . Debugging statements need to be removed. 4 . The code was not fully tested due to errors. 90 . What action might a pen tester perform to identify potential exploitable services to gain an initial foothold in a network? 1 . Data gathering 2 . Port scanning 3 . Getting permission 4 . Planning 91 . The president of Josh's company is concerned about a significant increase in cryptographic malware that is impacting other companies in their industry. She has asked John to ensure that the company's data will be recoverable if malware strikes and encrypts their production systems. What process does Josh need to undertake to be able to tell her that the company is covered? 1 . Encrypt all sensitive data. 2 . Hash all of the organization's data to detect cryptographic malware. 3 . Perform backup verification. 4 . Use anti-encryption technology to prevent the malware from encrypting drives. 92 . Joanna is her organization's CISO, and in her security operations oversight role she wants to ensure that management oversight is happening for security-related changes. What system should she focus on to track this type of data in most organizations? 1 . The SIEM system 2 . The IPS system 3 . The CMS tool 4 . The ITSM tool 93 . Henry wants to validate that his backups are working. Which of the following options is the best way for him to ensure that the backups will be useful in a true disaster recovery scenario? 65/220 1 . Periodically restore a random file to ensure that the backups are working. 2 . Review configurations and settings on a regular schedule to validate backup settings. 3 . Review the backup logs to ensure no errors are occurring. 4 . Regularly perform full restores from backups to validate their success. 94 . What type of vulnerabilities will not be found by a vulnerability scanner? 1 . Local vulnerabilities 2 . Service vulnerabilities 3 . Zero-day vulnerabilities 4 . Vulnerabilities that require authentication 95 . Jacinda wants to measure the effectiveness of her security training as one of her security metrics. Which of the following measures are the most useful for assessing the effectiveness of security awareness training? (Select all that apply.) 1 . How many people took the training 2 . The level of security awareness before and after the training 3 . The length of the training in hours 4 . The number of training events each individual attended this year 96 . Elaine has discovered a previously unknown critical vulnerability in a product that her organization uses. Her organization has a strong commitment to ethical disclosure, and Elaine wants to follow common ethical disclosure practices. What should she do first? 1 . Build an in-house remediation or control and then publicly disclose the vulnerability to prompt the vendor to patch it quickly. 2 . Build an in-house remediation or control and then notify the vendor of the issue. 3 . Notify the vendor and give them a reasonable amount of time to fix the issue. 4 . Publicly disclose the vulnerability so that the vendor will patch it in an appropriate amount of time. For questions 97–99, please refer to the following scenario. NIST Special Publication 800-115, the Technical Guide to Information Security Testing and Assessment, provides NIST's process for penetration testing. Use this image as well as your knowledge of penetration testing to answer the questions. Source: NIST SP 800-115 / Public Domain. 97 . Which of the following is not a part of the discovery phase? 1 . Hostname and IP address information gathering 2 . Service information capture 3 . Dumpster diving 4 . Privilege escalation 98 . NIST specifies four attack phase steps: gaining access, escalating privileges, system browsing, and installing additional tools. Once attackers install additional tools, what phase will a penetration tester typically return to? 1 . Discovery 2 . Gaining access 3 . Escalating privileges 4 . System browsing 99 . Which of the following is not a typical part of a penetration test report? 1 . A list of identified vulnerabilities 2 . All sensitive data that was gathered during the test 3 . Risk ratings for each issue discovered 4 . Mitigation guidance for issues identified 100 . Alex is using nmap to perform port scanning of a system, and he receives three different port status messages in the results. Match each of the numbered status messages with the appropriate lettered description. You should use each item exactly once. Status message: 1 . Open 2 . Closed 3 . Filtered Description: 1 . The port is accessible on the remote system, but no application is accepting connections on that port. 2 . The port is not accessible on the remote system. 3 . The port is accessible on the remote system, and an application is accepting connections on that port. 66/220 Chapter 7Security Operations (Domain 7)SUBDOMAINS"
7.1,Understand and comply with investigations
7.2,Conduct logging and monitoring activities
7.3,"Perform Configuration Management (CM) (e.g., provisioning, baselining, automation)"
7.4,Apply foundational security operations concepts
7.5,Apply resource protection
7.6,Conduct incident management
7.7,Operate and maintain detection and preventative measures
7.8,Implement and support patch and vulnerability management
7.9,Understand and participate in change management processes
7.10,Implement recovery strategies
7.11,Implement Disaster Recovery (DR) processes
7.12,Test Disaster Recovery Plan (DRP)
7.13,Participate in Business Continuity (BC) planning and exercises
7.14,Implement and manage physical security
7.15,Address personnel safety and security concerns 1 . Mary is reviewing the availability controls for the system architecture shown here. What technology is shown that provides fault tolerance for the database servers? 1 . Failover cluster 2 .
"UPS
3",". Tape backup 4 . Cold site 2 . Joe is the security administrator for an ERP system. He is preparing to create accounts for several new employees. What default access should he give to all of the new employees as he creates the accounts? 1 . Read only 2 . Editor 3 . Administrator 4 . No access 3 . Tim is configuring a privileged account management solution for his organization. Which one of the following is not a privileged administrative activity that should be automatically sent to a log of superuser actions? 1 . Purging log entries 2 . Restoring a system from backup 3 . Logging into a workstation 4 . Managing user accounts 4 . When one of the employees of Alice's company calls in for support, she uses a code word that the company agreed to use if employees were being forced to perform an action. What is this scenario called? 1 . Social engineering 2 . Duress 3 . Force majeure 4 . Stockholm syndrome 5 . Jordan is preparing to bring evidence into court after a cybersecurity incident investigation. He is responsible for preparing the physical artifacts, including affected servers and mobile devices. What type of evidence consists entirely of tangible items that may be brought into a court of law? 1 . Documentary evidence 2 . Parol evidence 3 . Testimonial evidence 4 . Real evidence 6 . Lauren wants to ensure that her users only run software that her organization has approved. What technology should she deploy? 1 . Blacklisting 2 . Configuration management 3 . Whitelisting 4 . Graylisting 7 . Colin is responsible for managing his organization's use of cybersecurity deception technologies. Which one of the following should he use on a honeypot system to consume an attacker's time while alerting administrators? 1 . Honeynet 2 . Pseudo-flaw 3 . Warning banner 4 . Darknet 8 . Toni responds to the desk of a user who reports slow system activity. Upon checking outbound network connections from that system, Toni notices a large amount of social media traffic originating from the system. The user does not use social media, and when Toni checks the accounts in question, she sees they contain strange messages that appear encrypted. What is the most likely cause of this traffic? 1 . Other users are relaying social media requests through the user's computer. 2 . The user's computer is part of a botnet. 3 . The user is lying about her use of social media. 4 . Someone else is using the user's computer when she is not present. 9 . John deploys his website to multiple regions using load balancers around the world through his cloud infrastructure as a service provider. What availability concept is he using? 1 . Multiple processing sites 2 . Warm sites 3 . Cold sites 4 . A honeynet 10 . Jim would like to identify compromised systems on his network that may be participating in a botnet. He plans to do this by watching for connections made to known command-andcontrol servers. Which one of the following techniques would be most likely to provide this information if Jim has access to a list of known servers? 1 . NetFlow records 2 . IDS logs 3 . Authentication logs 4 . RFC logs For questions 11–15, please refer to the following scenario: Gary was recently hired as the first chief information security officer (CISO) for a local government agency. The agency recently suffered a security breach and is attempting to build a new 67/220 information security program. Gary would like to apply some best practices for security operations as he is designing this program. 11 . As Gary decides what access permissions he should grant to each user, what principle should guide his decisions about default permissions? 1 . Segregation of duties 2 . Least privilege 3 . Privilege creep 4 . Separation of privileges 12 . As Gary designs the program, he uses the matrix shown here. What principle of information security does this matrix most directly help enforce? 1 . Segregation of duties 2 . Privilege creep 3 . Two-person control 4 . Defense in depth 13 . Gary is preparing to create an account for a new user and assign privileges to the HR database. What two elements of information must Gary verify before granting this access? 1 . Credentials and need to know 2 . Clearance and need to know 3 . Password and clearance 4 . Password and biometric scan 14 . Gary is preparing to develop controls around access to root encryption keys and would like to apply a principle of security designed specifically for very sensitive operations. Which principle should he apply? 1 . Least privilege 2 . Defense in depth 3 . Security through obscurity 4 . Two-person control 15 . How often should Gary and his team conduct a review of the privileged access that a user has to sensitive systems? (Select all that apply.) 1 . On a periodic basis 2 . When a user leaves the organization 3 . When a user changes roles 4 . On a daily basis 16 . Which one of the following terms is often used to describe a collection of unrelated patches released in a large collection? 1 . Hotfix 2 . Update 3 . Security fix 4 . Service pack 17 . Tonya is collecting evidence from a series of systems that were involved in a cybersecurity incident. A colleague suggests that she use a write blocker for the collection process. What is the function of this device? 1 . Masking error conditions reported by the storage device 2 . Transmitting write commands to the storage device 3 . Intercepting and modifying or discarding commands sent to the storage device 4 . Preventing data from being returned by a read operation sent to the device 18 . Lydia is processing access control requests for her organization. She comes across a request where the user does have the required security clearance, but there is no business justification for the access. Lydia denies this request. What security principle is she following? 1 . Need to know 2 . Least privilege 3 . Segregation of duties 4 . Two-person control 19 . Helen is tasked with implementing security controls in her organization that might be used to deter fraudulent insider activity. Which one of the following mechanisms would be LEAST useful to her work? 1 . Job rotation 2 . Mandatory vacations 3 . Incident response 4 . Two-person control 20 . Matt wants to ensure that critical network traffic from systems throughout his company is prioritized over web browsing and social media use at this company. What technology can he use to do this? 1 . VLANs 2 . QoS 3 ."
"VPN
4",.
"ISDN
21",". Tom is responding to a recent security incident and is seeking information on the approval process for a recent modification to a system's security settings. Where would he most likely find this information? 1 . Change log 2 . System log 3 . Security log 4 . Application log 22 . Staff from Susan's company often travel internationally and require connectivity to corporate systems for their work. Susan believes that these users may be targeted for corporate espionage activities because of the technologies that her company is developing and wants to include advice in the security training provided to international travelers. What practice should Susan recommend that they adopt for connecting to networks while they travel? 1 . Only connect to public Wi-Fi. 2 . Use a VPN for all connections. 3 . Only use websites that support TLS. 4 . Do not connect to networks while traveling. 23 . Ricky is seeking a list of information security vulnerabilities in applications, devices, and operating systems. Which one of the following threat intelligence sources would be most useful to him? 1 ."
"OWASP
2",.
"CIS
3",. Microsoft Security Bulletins 68/220 4 .
"CVE
24",. Which of the following would normally be considered an example of a disaster when performing disaster recovery planning? (Select all that apply.) 1 . Hacking incident 2 . Flood 3 . Fire 4 . Terrorism 25 . Glenda would like to conduct a disaster recovery test and is seeking a test that will allow a review of the plan with no disruption to normal information system activities and as minimal a commitment of time as possible. What type of test should she choose? 1 . Tabletop exercise 2 . Parallel test 3 . Full interruption test 4 . Read-through 26 . Which one of the following is not an example of a backup tape rotation scheme? 1 . Grandfather-Father-Son 2 . Meet-in-the-Middle 3 . Tower of Hanoi 4 . Six Cartridge Weekly 27 . Helen is implementing a new security mechanism for granting employees administrative privileges in the accounting system. She designs the process so that both the employee's manager and the accounting manager must approve the request before the access is granted. What information security principle is Helen enforcing? 1 . Least privilege 2 . Two-person control 3 . Job rotation 4 . Segregation of duties 28 . Frank is considering the use of different types of evidence in an upcoming criminal matter. Which one of the following is not a requirement for evidence to be admissible in court? 1 . The evidence must be relevant. 2 . The evidence must be material. 3 . The evidence must be tangible. 4 . The evidence must be competently acquired. 29 . Harold recently completed leading the postmortem review of a security incident. What documentation should he prepare next? 1 . A lessons learned document 2 . A risk assessment 3 . A remediation list 4 . A mitigation checklist 30 . Beth is creating a new cybersecurity incident response team (CSIRT) and would like to determine the appropriate team membership. Which of the following groups would she normally include? (Select all that apply.) 1 . Information security 2 . Law enforcement 3 . Senior management 4 . Public affairs 31 . Sam is responsible for backing up his company's primary file server. He configured a backup schedule that performs full backups every Monday evening at 9 p.m. and differential backups on other days of the week at that same time. Files change according to the information shown here. How many files will be copied in Wednesday's backup? 1 . 2 2 . 3 3 . 5 4 . 6 32 . Which one of the following security tools is not capable of generating an active response to a security event? 1 .
"IPS
2",. Firewall 3 .
"IDS
4",". Antivirus software 33 . Scott is responsible for disposing of disk drives that have been pulled from his company's SAN as they are retired. Which of the following options should he avoid if the data on the SAN is considered highly sensitive by his organization? 1 . Destroy them physically. 2 . Sign a contract with the SAN vendor that requires appropriate disposal and provides a certification process. 3 . Reformat each drive before it leaves the organization. 4 . Use a secure wipe tool like DBAN. 34 . Which of the following topics is least likely to be included in a company's user security training and awareness program? 1 . Insider threat 2 . Social media impact 3 . 2FA fatigue 4 . Secure router configuration guidelines 35 . Which one of the following types of agreements is the most formal document that contains expectations about availability and other performance parameters between a service provider and a customer? 1 . Service-level agreement (SLA) 2 . Operational-level agreement (OLA) 3 . Memorandum of understanding (MOU) 4 . Statement of work (SOW) 36 . As the CIO of a large organization, Clara would like to adopt standard processes for managing IT activities. Which one of the following frameworks focuses on IT service management and includes topics such as change management, configuration management, and service-level agreements? 1 ."
"PMBOK
3",. PCI DSS 4 .
"TOGAF
37",. Richard is experiencing issues with the quality of network service on his organization's network. The primary symptom is that packets are consistently taking too long to travel from their source to their destination. What term describes the issue Richard is facing? 1 . Jitter 2 . Packet loss 3 . Interference 4 . Latency 38 . Joe wants to test a program he suspects may contain malware. What technology can he use to isolate the program while it runs? 1 .
"ASLR
2",. Sandboxing 3 . Clipping 4 . Process isolation 39 . Which one of the following is an example of a non-natural disaster? 1 . Hurricane 2 . Flood 3 . Mudslide 4 . Transformer explosion 40 . Anne wants to gather information about security settings as well as build an overall view of her organization's assets by gathering data about a group of Windows 11 workstations spread throughout her company. What Windows tool is best suited to this type of configuration management task? 69/220 1 . ConfigMgr 2 . Group Policy 3 .
"SCOM
4",. A custom PowerShell script 41 . Javier is verifying that only IT system administrators have the ability to log on to servers used for administrative purposes. What principle of information security is he enforcing? 1 . Need to know 2 . Least privilege 3 . Two-person control 4 . Transitive trust 42 . Which one of the following is not a basic preventive measure that you can take to protect your systems and applications against attack? 1 . Implement intrusion detection and prevention systems. 2 . Maintain current patch levels on all operating systems and applications. 3 . Remove unnecessary accounts and services. 4 . Conduct forensic imaging of all systems. 43 . Chas is a cybersecurity manager who is concerned that the cloud provider his organization relies upon for disaster recovery may not be able to meet their needs in the event that a disaster strikes multiple customers simultaneously. What type of agreement should Chas enter into with this provider? 1 . Nondisclosure agreement 2 . Resource capacity agreement 3 . Mutual assistance agreement 4 . Business partnership agreement 44 . Which one of the following is an example of a computer security incident? 1 . Failure of a backup to complete properly 2 . System access recorded in a log 3 . Unauthorized vulnerability scan of a file server 4 . Update of antivirus signatures 45 . Roland is a physical security specialist in an organization that has a large amount of expensive lab equipment that often moves around the facility. Which one of the following technologies would provide the most automation of an inventory control process in a cost-effective manner? 1 .
"IPS
2",. Wi-Fi 3 .
"RFID
4",". Ethernet 46 . Connor's company recently experienced a denial-of-service attack that Connor believes came from an inside source. If true, what type of event has the company experienced? 1 . Espionage 2 . Confidentiality breach 3 . Sabotage 4 . Integrity breach 47 . Evan detects an attack against a server in his organization and examines the TCP flags on a series of packets, shown in the following diagram. What type of attack most likely took place? 1 . SYN flood 2 . Ping flood 3 . Smurf 4 . Fraggle 48 . Florian is building a disaster recovery plan for his organization and would like to determine the amount of time that a particular IT service may be down without causing serious damage to business operations. What variable is Florian calculating? 1 ."
"RTO
2",.
"MTD
3",.
"RPO
4",.
"SLA
49",". Which of the following would normally be classified as zero-day attacks? 1 . An attacker who is new to the world of hacking 2 . A database attack that places the date 00/00/0000 in data tables in an attempt to exploit flaws in business logic 3 . An attack previously unknown to the security community 4 . An attack that sets the operating system date and time to 00/00/0000 and 00:00:00 50 . Rob is conducting a forensic investigation and is looking for elements of trace digital evidence. Which one of the following principles applies most closely to his work? 1 . Kerckhoff's principle 2 . Principle of least privilege 3 . Defense-in-depth principle 4 . Locard's principle 51 . During an incident investigation, investigators meet with a system administrator who may have information about the incident but is not a suspect. What type of conversation is taking place during this meeting? 1 . Interview 2 . Interrogation 3 . Both an interview and an interrogation 4 . Neither an interview nor an interrogation 52 . What technique has been used to protect the intellectual property shown here? 70/220 Source: Bruce Jaffe / USGS / Public domain 1 . Steganography 2 . Clipping 3 . Sampling 4 . Watermarking 53 . You are working to evaluate the risk of flood to an area as part of a business continuity planning (BCP) effort. You consult the flood maps from the Federal Emergency Management Agency (FEMA). According to those maps, the area lies within a 200-year flood plain. What is the annualized rate of occurrence (ARO) of a flood in that region? 1 . 200 2 ."
0.01,3 .
0.02,"4 . 0.005 54 . Which one of the following individuals poses the greatest risk to security in most well-defended organizations? 1 . Political activist 2 . Malicious insider 3 . Script kiddie 4 . Thrill attacker 55 . Veronica is considering the implementation of a database recovery mechanism recommended by a consultant. In the recommended approach, an automated process will move database backups from the primary facility to an off-site location each night. What type of database recovery technique is the consultant describing? 1 . Remote journaling 2 . Remote mirroring 3 . Electronic vaulting 4 . Transaction logging 56 . When designing an access control scheme, Hilda set up roles so that the same person does not have the ability to provision a new user account and assign superuser privileges to an account. What information security principle is Hilda following? 1 . Least privilege 2 . Segregation of duties 3 . Job rotation 4 . Security through obscurity 57 . Patrick was asked to implement a threat-hunting program for his organization. Which one of the following is the basic assumption of a threat-hunting program that he should use as he plans his work? 1 . Security controls were designed using a defense-in-depth strategy. 2 . Audits may uncover control deficiencies. 3 . Attackers may already be present on the network. 4 . Defense mechanisms may contain unpatched vulnerabilities. 58 . Brian is developing the training program for his organization's disaster recovery program and would like to make sure that participants understand when disaster activity concludes. Which one of the following events marks the completion of a disaster recovery process? 1 . Securing property and life safety 2 . Restoring operations in an alternate facility 3 . Restoring operations in the primary facility 4 . Standing down first responders 59 . Melanie suspects that someone is using malicious software to steal computing cycles from her company. Which one of the following security tools would be in the best position to detect this type of incident? 1 ."
"NIDS
2",. Firewall 3 .
"HIDS
4",.
"DLP
60",". Brandon observes that an authorized user of a system on his network recently misused his account to exploit a system vulnerability against a shared server that allowed him to gain root access to that server. What type of attack took place? 1 . Denial-of-service 2 . Privilege escalation 3 . Reconnaissance 4 . Brute force 61 . Carla has worked for her company for 15 years and has held a variety of different positions. Each time she changed positions, she gained new privileges associated with that position, but no privileges were ever taken away. What concept describes the sets of privileges she has accumulated? 1 . Entitlement 2 . Privilege creep 3 . Transitivity 4 . Isolation 62 . During what phase of the incident response process do administrators take action to limit the effect or scope of an incident? 1 . Detection 2 . Response 3 . Mitigation 4 . Recovery For questions 63–66, please refer to the following scenario: Ann is a security professional for a midsize business and typically handles log analysis and security monitoring tasks for her organization. One of her roles is to monitor alerts originating from the organization's intrusion detection system. The system typically generates several dozen alerts each day, and many of those alerts turn out to be false alarms after her investigation. 71/220 This morning, the intrusion detection system alerted because the network began to receive an unusually high volume of inbound traffic. Ann received this alert and began looking into the origin of the traffic. 63 . At this point in the incident response process, what term best describes what has occurred in Ann's organization? 1 . Security occurrence 2 . Security incident 3 . Security event 4 . Security intrusion 64 . Ann continues her investigation and realizes that the traffic generating the alert is abnormally high volumes of inbound UDP traffic on port 53. What service typically uses this port? 1 ."
"DNS
2",. SSH/SCP 3 . SSL/TLS 4 .
"HTTP
65",". As Ann analyzes the traffic further, she realizes that the traffic is coming from many different sources and has overwhelmed the network, preventing legitimate uses. The inbound packets are responses to queries that she does not see in outbound traffic. The responses are abnormally large for their type. What type of attack should Ann suspect? 1 . Reconnaissance 2 . Malicious code 3 . System penetration 4 . Denial of service 66 . Now that Ann understands that an attack has taken place that violates her organization's security policy, what term best describes what has occurred in Ann's organization? 1 . Security occurrence 2 . Security incident 3 . Security event 4 . Security intrusion 67 . Frank is seeking to introduce a hacker's laptop in court as evidence against the hacker. The laptop does contain logs that indicate the hacker committed the crime, but the court ruled that the search of the apartment that resulted in police finding the laptop was unconstitutional. What admissibility criteria prevents Frank from introducing the laptop as evidence? 1 . Materiality 2 . Relevance 3 . Hearsay 4 . Competence 68 . Gordon suspects that a hacker has penetrated a system belonging to his company. The system does not contain any regulated information, and Gordon wants to conduct an investigation on behalf of his company. He has permission from his supervisor to conduct the investigation. Which of the following statements is true? 1 . Gordon is legally required to contact law enforcement before beginning the investigation. 2 . Gordon may not conduct his own investigation. 3 . Gordon's investigation may include examining the contents of hard disks, network traffic, and any other systems or information belonging to the company. 4 . Gordon may ethically perform “hack back” activities after identifying the perpetrator. 69 . Which one of the following tools provides an organization with the greatest level of protection against a software vendor going out of business? 1 . Service-level agreement 2 . Escrow agreement 3 . Mutual assistance agreement 4 . PCI DSS compliance agreement 70 . Fran is considering new human resources policies for her bank that will deter fraud. She plans to implement a mandatory vacation policy. What is typically considered the shortest effective length of a mandatory vacation? 1 . Two days 2 . Four days 3 . One week 4 . One month 71 . Which of the following events would constitute a security incident? (Select all that apply.) 1 . An attempted network intrusion 2 . A successful database intrusion 3 . A malware infection 4 . A successful attempt to access a file 5 . A violation of a confidentiality policy 6 . An unsuccessful attempt to remove information from a secured area 72 . Amanda is configuring her organization's firewall to implement egress filtering. Which one of the following traffic types should be blocked by her organization's egress filtering policy? (Select all that apply.) 1 . Traffic rapidly scanning many IP addresses on port 22 2 . Traffic with a broadcast destination 3 . Traffic with a source address from an external network 4 . Traffic with a destination address on an external network 73 . Allie is responsible for reviewing authentication logs on her organization's network. She does not have the time to review all logs, so she decides to choose only records where there have been four or more invalid authentication attempts. What technique is Allie using to reduce the size of the pool? 1 . Sampling 2 . Random selection 3 . Clipping 4 . Statistical analysis 74 . You are performing an investigation into a potential bot infection on your network and want to perform a forensic analysis of the information that passed between different systems on your network and those on the Internet. You believe that the information was likely encrypted. You are beginning your investigation after the activity concluded. What would be the best and easiest way to obtain the source of this information? 1 . Packet captures 2 . NetFlow data 3 . Intrusion detection system logs 4 . Centralized authentication records 75 . Which one of the following tools helps system administrators by providing a standard, secure template of configuration settings for operating systems and applications? 1 . Security guidelines 2 . Security policy 3 . Baseline configuration 4 . Running configuration 76 . What type of disaster recovery test activates the alternate processing facility and uses it to conduct transactions but leaves the primary site up and running? 1 . Full interruption test 2 . Parallel test 3 . Read-through 4 . Tabletop exercise 77 . During which phase of the incident response process would an analyst receive an intrusion detection system alert and verify its accuracy? 1 . Response 2 . Mitigation 3 . Detection 4 . Reporting 78 . Kevin is developing a continuous security monitoring strategy for his organization. Which one of the following is not normally used when determining assessment and monitoring frequency? 1 . Threat intelligence 2 . System categorization/impact level 3 . Security control operational burden 4 . Organizational risk tolerance 79 . Hunter is reviewing his organization's monitoring strategy and identifying new technologies that they might deploy. His assessment reveals that the firm is not doing enough to monitor employee activity on endpoint devices. Which one of the following technologies would best meet his needs? 1 ."
"EDR
2",.
"UEBA
80",". Bruce is seeing quite a bit of suspicious activity on his network. After consulting records in his SIEM, it appears that an outside entity is attempting to connect to all of his systems using a TCP connection on port 22. What type of scanning is the outsider likely engaging in? 1 . FTP scanning 2 . Telnet scanning 3 . SSH scanning 4 . HTTP scanning 81 . Dylan believes that a database server in his environment was compromised using a SQL injection attack. Which one of the following actions would Dylan most likely take during the remediation phase of the attack? 1 . Rebuilding the database from backups 2 . Adding input validation to a web application 3 . Reviewing firewall logs 4 . Reviewing database logs 82 . Roger recently accepted a new position as a security professional at a company that runs its entire IT infrastructure within an IaaS environment. Which one of the following would most likely be the responsibility of Roger's firm? 1 . Configuring the network firewall 2 . Applying hypervisor updates 3 . Patching operating systems 4 . Wiping drives prior to disposal 83 . What technique can application developers use to test applications in an isolated virtualized environment before allowing them on a production network? 1 . Penetration testing 2 . Sandboxing 3 . White-box testing 4 . Black-box testing 84 . Gina is the firewall administrator for a small business and recently installed a new firewall. After seeing signs of unusually heavy network traffic, she checked the intrusion detection 72/220 system, which reported that a SYN flood attack was underway. What firewall configuration change can Gina make to most effectively prevent this attack? 1 . Block SYN from known IPs. 2 . Block SYN from unknown IPs. 3 . Enable SYN-ACK spoofing at the firewall. 4 . Disable TCP. 85 . Nancy is leading an effort to modernize her organization's antimalware protection and would like to add endpoint detection and response (EDR) capabilities. Which of the following actions are normally supported by EDR systems? (Select all that apply.) 1 . Analyzing endpoint memory, filesystem, and network activity for signs of malicious activity 2 . Automatically isolating possible malicious activity to contain the potential damage 3 . Conducting simulated phishing campaigns 4 . Integration with threat intelligence sources 86 . Alan is assessing the potential for using machine learning and artificial intelligence in his cybersecurity program. Which of the following activities is most likely to benefit from this technology? 1 . Intrusion detection 2 . Account provisioning 3 . Firewall rule modification 4 . Media sanitization 87 . Timber Industries recently had a dispute with a customer. During a meeting with his account representative, the customer stood up and declared, “There is no other solution. We will have to take this matter to court.” He then left the room. When does Timber Industries have an obligation to begin preserving evidence? 1 . Immediately 2 . Upon receipt of a notice of litigation from opposing attorneys 3 . Upon receipt of a subpoena 4 . Upon receipt of a court order 88 . Candace is designing a backup strategy for her organization's file server. She would like to perform a backup every weekday that has the smallest possible storage footprint. What type of backup should she perform? 1 . Incremental backup 2 . Full backup 3 . Differential backup 4 . Transaction log backup 89 . Darcy is a computer security specialist who is assisting with the prosecution of a hacker. The prosecutor requests that Darcy give testimony in court about whether, in her opinion, the logs and other records in a case are indicative of a hacking attempt. What type of evidence is Darcy being asked to provide? 1 . Expert opinion 2 . Direct evidence 3 . Real evidence 4 . Documentary evidence 90 . Which one of the following techniques is not commonly used to remove unwanted remnant data from magnetic tapes? 1 . Physical destruction 2 . Degaussing 3 . Overwriting 4 . Reformatting 91 . Sally is building a new server for use in her environment and plans to implement RAID level 1 as a storage availability control. What is the minimum number of physical hard disks that she needs to implement this approach? 1 . One 2 . Two 3 . Three 4 . Five 92 . Jerome is conducting a forensic investigation and is reviewing database server logs to investigate query contents for evidence of SQL injection attacks. What type of analysis is he performing? 1 . Hardware analysis 2 . Software analysis 3 . Network analysis 4 . Media analysis 93 . Quigley Computing regularly ships tapes of backup data across the country to a secondary facility. These tapes contain confidential information. What is the most important security control that Quigley can use to protect these tapes? 1 . Locked shipping containers 2 . Private couriers 3 . Data encryption 4 . Media rotation 94 . Carolyn is concerned that users on her network may be storing sensitive information, such as Social Security numbers, on their hard drives without proper authorization or security controls. What third-party security service can she implement to best detect this activity? 1 ."
"IDS
2",.
"DLP
4",.
"TLS
95",". Gavin is the disaster recovery team leader for his organization, which is currently in the response phase of an incident that has severe customer impact. Gavin just received a phone call from a reporter asking for details on the root cause and an estimated recovery time. Gavin has this information at his fingertips. What should he do? 1 . Provide the information to the reporter. 2 . Request a few minutes to gather the information and return the call. 3 . Refer the matter to the public relations department. 4 . Refuse to provide any information. 96 . Pauline is reviewing her organization's emergency management plans. What should be the highest priority when creating these plans? 1 . Protection of mission-critical data 2 . Preservation of operational systems 3 . Collection of evidence 4 . Preservation of safety 97 . Barry is the CIO of an organization that recently suffered a serious operational issue that required activation of the disaster recovery plan. He would like to conduct a lessons learned session to review the incident. Who would be the best facilitator for this session? 1 . Barry, as chief information officer 2 . Chief information security officer 3 . Disaster recovery team leader 4 . External consultant 98 . Brent is reviewing the controls that will protect his organization in the event of a sustained period of power loss. Which one of the following solutions would best meet his needs? 1 . Redundant servers 2 . Uninterruptible power supply (UPS) 3 . Generator 4 ."
